58	 n	13.43646408839779,18.403314917127073,17.646408839779006,26.646408839779006,12.287292817679559,19.176795580110497,27.685082872928177,4.613259668508287,19.441988950276244,25.585635359116022,14.569060773480663,22.14364640883978,0.0,10.712707182320441,26.574585635359117,15.276243093922652,22.861878453038674,0.0,11.397790055248619,28.22099447513812,21.867403314917127,27.607734806629836,0.0,19.370165745856355,37.64088397790055,14.215469613259668,13.895027624309392,12.082872928176796,12.204419889502763,13.96132596685083,12.988950276243093,13.839779005524862,13.011049723756907,13.756906077348066,13.193370165745856,11.348066298342541,12.05524861878453,12.209944751381215,12.447513812154696,15.104972375690608,13.950276243093922,13.955801104972375,0.0,13.867403314917127,13.939226519337016,5.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0
59	 RightN	8.093457943925234,17.018691588785046,19.700934579439252,17.869158878504674,3.0186915887850465,1.7476635514018692,1.925233644859813,12.22429906542056,24.0,9.794392523364486,0.0,0.0,4.766355140186916,23.990654205607477,11.037383177570094,0.0,0.0,5.186915887850467,24.0,13.158878504672897,0.0,0.0,14.093457943925234,23.49532710280374,25.897196261682243,11.766355140186915,9.19626168224299,1.7570093457943925,1.8037383177570094,4.271028037383178,11.663551401869158,13.074766355140186,13.36448598130841,13.317757009345794,10.719626168224298,3.5514018691588785,4.037383177570093,4.261682242990654,4.635514018691588,7.728971962616822,0.0,0.0,14.542056074766355,14.598130841121495,14.598130841121495,6.0,1.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,1.0,2.0
60	 $	12.785714285714286,29.607142857142858,7.857142857142857,0.44642857142857145,0.14285714285714285,17.964285714285715,37.857142857142854,16.892857142857142,14.392857142857142,26.375,19.482142857142858,40.607142857142854,33.392857142857146,38.232142857142854,47.089285714285715,29.607142857142858,36.82142857142857,39.035714285714285,37.785714285714285,44.964285714285715,31.589285714285715,23.160714285714285,24.482142857142858,27.214285714285715,18.464285714285715,15.053571428571429,15.482142857142858,15.875,17.607142857142858,17.857142857142858,14.160714285714286,15.375,12.25,7.714285714285714,8.607142857142858,0.7857142857142857,18.875,20.589285714285715,20.285714285714285,14.678571428571429,11.964285714285714,10.625,10.589285714285714,10.785714285714286,9.642857142857142,6.0,4.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0
61	 e	0.9182389937106918,12.283018867924529,18.446540880503143,19.40251572327044,31.70440251572327,13.30188679245283,23.37735849056604,7.823899371069182,12.553459119496855,33.056603773584904,18.352201257861637,23.962264150943398,15.823899371069182,6.591194968553459,0.7547169811320755,17.138364779874212,24.17610062893082,15.176100628930818,1.528301886792453,0.7295597484276729,3.6729559748427674,17.88050314465409,23.87421383647799,22.566037735849058,28.32075471698113,6.886792452830188,9.270440251572326,9.339622641509434,9.320754716981131,8.39622641509434,9.069182389937106,12.566037735849056,13.49685534591195,13.515723270440251,13.50943396226415,11.830188679245284,11.823899371069182,5.012578616352202,2.509433962264151,11.044025157232705,10.69811320754717,13.88679245283019,14.459119496855346,14.477987421383649,14.433962264150944,1.0,3.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0
62	 t	3.5277777777777777,11.069444444444445,12.13888888888889,7.208333333333333,7.402777777777778,10.125,16.51388888888889,14.416666666666666,9.930555555555555,12.125,10.208333333333334,16.583333333333332,11.569444444444445,2.0277777777777777,0.2222222222222222,10.51388888888889,16.52777777777778,11.63888888888889,2.75,0.5833333333333334,8.972222222222221,16.194444444444443,16.23611111111111,14.416666666666666,15.569444444444445,4.513888888888889,4.625,4.638888888888889,4.638888888888889,4.583333333333333,11.875,14.069444444444445,14.527777777777779,12.722222222222221,11.805555555555555,7.847222222222222,8.208333333333334,1.625,2.6944444444444446,7.916666666666667,12.902777777777779,13.402777777777779,13.444444444444445,13.38888888888889,12.527777777777779,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,4.0,2.0
63	 RightN	7.569444444444445,15.791666666666666,18.52777777777778,12.51388888888889,0.0,0.2222222222222222,0.9166666666666666,15.01388888888889,22.458333333333332,0.125,0.0,0.16666666666666666,9.75,23.041666666666668,1.9722222222222223,0.0,0.041666666666666664,10.25,23.11111111111111,3.6805555555555554,0.0,0.0,14.61111111111111,21.069444444444443,15.902777777777779,10.51388888888889,4.638888888888889,1.6805555555555556,1.7222222222222223,3.388888888888889,11.944444444444445,13.027777777777779,13.38888888888889,12.958333333333334,0.7222222222222222,2.7222222222222223,3.138888888888889,3.625,3.9722222222222223,7.291666666666667,0.0,0.06944444444444445,14.041666666666666,14.208333333333334,14.13888888888889,0.0,0.0,0.0,10.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,16.0
64	 ru	35.86842105263158,34.78947368421053,41.05263157894737,19.42105263157895,45.94736842105263,46.473684210526315,35.76315789473684,35.973684210526315,16.789473684210527,45.81578947368421,39.86842105263158,7.7368421052631575,26.736842105263158,15.289473684210526,42.23684210526316,41.026315789473685,8.921052631578947,26.81578947368421,24.973684210526315,48.28947368421053,48.3421052631579,24.289473684210527,21.763157894736842,53.63157894736842,58.1578947368421,24.657894736842106,24.63157894736842,22.657894736842106,23.18421052631579,24.57894736842105,13.763157894736842,13.736842105263158,13.868421052631579,13.789473684210526,13.763157894736842,23.342105263157894,22.894736842105264,22.57894736842105,24.05263157894737,25.05263157894737,14.026315789473685,14.0,13.657894736842104,14.052631578947368,13.947368421052632,0.0,0.0,0.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,10.0
65	 ur/us/ua	37.15384615384615,17.384615384615383,34.71153846153846,28.01923076923077,43.30769230769231,41.55769230769231,8.01923076923077,39.30769230769231,35.48076923076923,39.13461538461539,38.28846153846154,6.461538461538462,36.05769230769231,31.192307692307693,35.13461538461539,38.44230769230769,17.5,41.03846153846154,30.23076923076923,38.05769230769231,32.88461538461539,47.67307692307692,48.82692307692308,46.98076923076923,45.13461538461539,24.51923076923077,23.96153846153846,22.673076923076923,22.53846153846154,22.346153846153847,14.25,14.057692307692308,14.326923076923077,14.23076923076923,14.346153846153847,23.23076923076923,23.75,20.51923076923077,21.03846153846154,22.153846153846153,13.384615384615385,13.384615384615385,13.423076923076923,13.365384615384615,13.192307692307692,0.0,0.0,16.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0
66	 ,	17.02654867256637,28.75221238938053,16.893805309734514,3.2035398230088497,0.1415929203539823,28.95575221238938,36.31858407079646,34.38053097345133,21.07079646017699,7.548672566371682,21.36283185840708,36.02654867256637,36.31858407079646,34.557522123893804,29.61061946902655,8.56637168141593,31.672566371681416,36.21238938053097,36.08849557522124,42.60176991150443,1.6460176991150441,14.495575221238939,30.778761061946902,33.3716814159292,30.75221238938053,13.79646017699115,14.176991150442477,13.787610619469026,11.221238938053098,7.610619469026549,14.504424778761061,14.769911504424778,14.061946902654867,9.442477876106194,4.946902654867257,3.47787610619469,8.725663716814159,13.938053097345133,15.575221238938052,14.743362831858407,5.982300884955753,10.70796460176991,12.88495575221239,13.15929203539823,12.52212389380531,6.0,2.0,3.0,3.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,14.0
67	 ,	0.0,0.009900990099009901,5.158415841584159,20.722772277227723,25.673267326732674,1.0198019801980198,5.584158415841584,22.15841584158416,34.04950495049505,38.445544554455445,13.762376237623762,26.95049504950495,33.20792079207921,33.67326732673267,29.435643564356436,24.475247524752476,35.504950495049506,33.10891089108911,20.584158415841586,8.138613861386139,18.871287128712872,31.306930693069308,17.297029702970296,2.6534653465346536,0.46534653465346537,0.8712871287128713,6.01980198019802,13.346534653465346,14.910891089108912,14.009900990099009,2.1584158415841586,4.366336633663367,10.435643564356436,13.930693069306932,13.801980198019802,13.554455445544555,14.514851485148515,13.128712871287128,9.415841584158416,1.8217821782178218,12.663366336633663,13.613861386138614,12.188118811881187,7.108910891089109,3.594059405940594,8.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,4.0,3.0,5.0
68	 .	0.04504504504504504,0.18018018018018017,5.333333333333333,21.882882882882882,28.0,0.6666666666666666,4.8558558558558556,25.28828828828829,35.810810810810814,44.306306306306304,8.693693693693694,27.306306306306308,34.63963963963964,37.16216216216216,42.369369369369366,28.35135135135135,36.93693693693694,37.0,36.88288288288288,38.44144144144144,14.837837837837839,29.315315315315317,31.53153153153153,26.972972972972972,15.08108108108108,1.972972972972973,8.477477477477477,15.531531531531531,17.765765765765767,16.54054054054054,1.6306306306306306,5.756756756756757,11.945945945945946,15.342342342342342,15.333333333333334,12.45045045045045,13.333333333333334,13.207207207207206,12.81981981981982,9.558558558558559,10.504504504504505,11.81081081081081,11.981981981981981,11.387387387387387,9.63063063063063,10.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0
69	 ae	24.058823529411764,33.05882352941177,29.57843137254902,36.245098039215684,33.64705882352941,19.00980392156863,3.911764705882353,45.38235294117647,10.72549019607843,47.05882352941177,3.5098039215686274,19.99019607843137,46.490196078431374,10.22549019607843,4.9411764705882355,34.85294117647059,9.009803921568627,45.34313725490196,7.0,3.8627450980392157,35.872549019607845,36.950980392156865,33.205882352941174,42.64705882352941,28.794117647058822,18.50980392156863,18.50980392156863,13.72549019607843,18.54901960784314,18.529411764705884,13.617647058823529,13.676470588235293,13.647058823529411,13.666666666666666,13.666666666666666,19.705882352941178,19.84313725490196,14.107843137254902,14.941176470588236,19.04901960784314,14.323529411764707,14.323529411764707,14.27450980392157,14.323529411764707,13.92156862745098,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,4.0,3.0
70	 l	5.019417475728155,12.320388349514563,13.514563106796116,12.79611650485437,11.145631067961165,9.262135922330097,16.95145631067961,15.922330097087379,16.019417475728154,17.728155339805824,2.7766990291262137,13.242718446601941,17.04854368932039,16.92233009708738,15.640776699029127,0.1941747572815534,10.03883495145631,16.62135922330097,17.436893203883496,19.87378640776699,0.038834951456310676,6.640776699029126,14.912621359223301,17.116504854368934,19.04854368932039,7.495145631067961,7.796116504854369,6.203883495145631,4.844660194174757,4.320388349514563,11.21359223300971,12.83495145631068,13.12621359223301,12.922330097087379,11.766990291262136,5.41747572815534,6.12621359223301,5.776699029126213,6.805825242718447,6.766990291262136,0.7184466019417476,12.077669902912621,14.25242718446602,14.524271844660195,13.825242718446601,4.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,14.0
71	 t	0.13513513513513514,3.063063063063063,11.36936936936937,14.342342342342342,9.891891891891891,1.6846846846846846,15.504504504504505,19.27927927927928,18.135135135135137,24.855855855855857,0.9459459459459459,14.792792792792794,17.72972972972973,5.927927927927928,0.6936936936936937,7.243243243243243,19.225225225225227,16.81081081081081,11.675675675675675,15.585585585585585,10.81081081081081,18.2972972972973,14.0,8.693693693693694,3.675675675675676,3.6126126126126126,5.072072072072072,5.09009009009009,6.774774774774775,6.963963963963964,2.4324324324324325,10.801801801801801,13.603603603603604,14.162162162162161,12.747747747747749,8.27027027027027,9.27027027027027,2.6396396396396398,7.7657657657657655,5.981981981981982,13.36036036036036,13.702702702702704,12.855855855855856,11.00900900900901,9.36936936936937,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0
72	 n	3.466666666666667,18.22222222222222,22.57777777777778,10.866666666666667,34.46666666666667,17.622222222222224,27.977777777777778,29.91111111111111,23.77777777777778,43.77777777777778,3.1777777777777776,23.31111111111111,22.88888888888889,13.28888888888889,31.622222222222224,11.422222222222222,28.77777777777778,12.533333333333333,22.177777777777777,37.644444444444446,19.444444444444443,22.711111111111112,5.2444444444444445,24.244444444444444,27.066666666666666,11.088888888888889,13.088888888888889,10.644444444444444,12.266666666666667,13.044444444444444,10.066666666666666,12.755555555555556,13.088888888888889,12.155555555555555,12.977777777777778,12.866666666666667,12.777777777777779,10.88888888888889,12.577777777777778,11.688888888888888,14.333333333333334,14.622222222222222,11.444444444444445,14.333333333333334,14.133333333333333,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0
73	 f	0.0,3.4122137404580153,10.15267175572519,8.374045801526718,15.854961832061068,0.16030534351145037,14.954198473282442,10.67175572519084,0.2748091603053435,0.05343511450381679,5.687022900763359,16.862595419847327,12.633587786259541,4.755725190839694,0.6106870229007634,0.5877862595419847,16.717557251908396,8.946564885496183,0.15267175572519084,0.0,3.6259541984732824,16.48854961832061,12.83206106870229,2.33587786259542,0.0,1.8015267175572518,3.0381679389312977,4.8396946564885495,3.2061068702290076,4.633587786259542,1.381679389312977,11.045801526717558,13.13740458015267,13.633587786259541,13.67175572519084,8.877862595419847,0.9465648854961832,3.5267175572519083,0.5267175572519084,2.877862595419847,13.816793893129772,14.297709923664122,14.312977099236642,14.267175572519085,0.1450381679389313,3.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,9.0
74	 $	17.333333333333332,0.0,41.333333333333336,157.0,149.66666666666666,80.0,138.0,226.33333333333334,304.0,236.66666666666666,224.33333333333334,294.0,304.0,286.0,282.6666666666667,234.33333333333334,298.3333333333333,186.66666666666666,88.0,155.66666666666666,170.0,119.33333333333333,28.0,11.333333333333334,47.666666666666664,42.333333333333336,86.33333333333333,127.66666666666667,124.33333333333333,116.66666666666667,4.666666666666667,6.0,11.0,12.333333333333334,12.666666666666666,107.33333333333333,111.0,122.33333333333333,85.0,59.333333333333336,13.333333333333334,11.666666666666666,9.333333333333334,5.333333333333333,7.666666666666667,2.0,2.0,2.0,4.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,8.0
75	 i	1.294871794871795,3.7948717948717947,5.089743589743589,7.333333333333333,15.846153846153847,1.0897435897435896,3.1923076923076925,6.846153846153846,11.935897435897436,18.82051282051282,0.0,0.0,3.0,11.85897435897436,18.512820512820515,0.0,0.0,3.641025641025641,11.935897435897436,19.423076923076923,1.9743589743589745,7.397435897435898,9.974358974358974,10.923076923076923,25.256410256410255,6.230769230769231,6.141025641025641,2.0256410256410255,2.08974358974359,6.282051282051282,11.128205128205128,11.884615384615385,12.615384615384615,13.807692307692308,14.833333333333334,3.2435897435897436,3.08974358974359,2.9871794871794872,3.1025641025641026,4.923076923076923,11.923076923076923,12.743589743589743,12.794871794871796,12.705128205128204,13.051282051282051,0.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0
76	 u	5.0,20.141025641025642,18.025641025641026,2.1666666666666665,30.858974358974358,9.320512820512821,28.602564102564102,21.58974358974359,10.884615384615385,36.08974358974359,6.871794871794871,29.23076923076923,11.807692307692308,21.705128205128204,22.243589743589745,17.692307692307693,28.435897435897434,20.346153846153847,28.91025641025641,26.512820512820515,21.692307692307693,25.025641025641026,15.615384615384615,27.858974358974358,26.487179487179485,10.384615384615385,10.820512820512821,10.448717948717949,12.012820512820513,12.474358974358974,11.679487179487179,14.538461538461538,14.551282051282051,10.743589743589743,14.743589743589743,13.038461538461538,12.717948717948717,10.423076923076923,12.166666666666666,12.14102564102564,12.935897435897436,12.897435897435898,11.935897435897436,12.948717948717949,12.564102564102564,3.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,4.0,3.0
77	 l	0.0,4.8734177215189876,8.873417721518987,8.265822784810126,0.0,0.05063291139240506,7.405063291139241,12.240506329113924,10.126582278481013,0.05063291139240506,0.24050632911392406,6.7594936708860756,12.265822784810126,10.113924050632912,0.620253164556962,0.012658227848101266,6.151898734177215,12.215189873417721,10.759493670886076,0.9240506329113924,2.5822784810126582,9.772151898734178,11.367088607594937,11.39240506329114,9.518987341772151,2.721518987341772,2.7088607594936707,2.4050632911392404,2.2658227848101267,4.075949367088608,0.43037974683544306,13.455696202531646,15.08860759493671,15.189873417721518,0.4177215189873418,1.9367088607594938,1.9367088607594938,2.1392405063291138,2.3544303797468356,4.8734177215189876,11.784810126582279,12.265822784810126,12.291139240506329,12.430379746835444,12.556962025316455,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0
78	 q	0.0,0.37662337662337664,2.5584415584415585,4.883116883116883,18.571428571428573,3.4155844155844157,10.0,4.285714285714286,4.597402597402597,17.428571428571427,6.363636363636363,9.896103896103897,4.441558441558442,8.38961038961039,14.03896103896104,0.14285714285714285,1.4935064935064934,5.35064935064935,10.233766233766234,8.35064935064935,2.0259740259740258,6.5064935064935066,12.441558441558442,11.324675324675324,6.792207792207792,2.3766233766233764,6.0519480519480515,6.064935064935065,3.6363636363636362,5.8441558441558445,6.142857142857143,9.246753246753247,10.623376623376624,11.64935064935065,14.207792207792208,6.181818181818182,5.285714285714286,3.987012987012987,2.6233766233766236,3.5584415584415585,11.441558441558442,13.766233766233766,13.779220779220779,13.779220779220779,13.363636363636363,7.0,2.0,1.0,2.0,2.0,3.0,5.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,8.0
79	 .	0.005263157894736842,7.25,22.926315789473684,25.8,20.263157894736842,6.718421052631579,29.36315789473684,31.33684210526316,31.33421052631579,40.13157894736842,17.723684210526315,31.28157894736842,31.357894736842105,31.347368421052632,37.89473684210526,25.19736842105263,31.357894736842105,31.357894736842105,31.147368421052633,15.594736842105263,15.694736842105263,30.58157894736842,29.878947368421052,15.142105263157895,1.8157894736842106,6.473684210526316,10.197368421052632,12.552631578947368,12.576315789473684,12.23157894736842,7.760526315789473,11.292105263157895,13.784210526315789,13.807894736842105,13.455263157894738,12.18157894736842,13.202631578947368,13.173684210526316,10.376315789473685,5.5131578947368425,13.855263157894736,14.176315789473684,14.192105263157895,12.844736842105263,9.171052631578947,0.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,13.0
80	 ,	3.782258064516129,15.524193548387096,19.467741935483872,19.25,11.64516129032258,3.717741935483871,16.04032258064516,23.008064516129032,24.548387096774192,30.717741935483872,0.12903225806451613,0.5161290322580645,9.588709677419354,23.580645161290324,35.95967741935484,7.306451612903226,13.112903225806452,20.258064516129032,24.14516129032258,30.298387096774192,15.580645161290322,23.903225806451612,22.31451612903226,17.451612903225808,8.096774193548388,9.508064516129032,9.39516129032258,2.7338709677419355,10.983870967741936,11.185483870967742,10.266129032258064,13.330645161290322,13.96774193548387,13.935483870967742,13.14516129032258,7.07258064516129,9.016129032258064,9.233870967741936,8.991935483870968,6.419354838709677,13.669354838709678,13.943548387096774,13.653225806451612,12.85483870967742,11.040322580645162,6.0,1.0,1.0,3.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,3.0,8.0
81	 ,	4.028776978417266,21.712230215827336,24.532374100719423,22.769784172661872,6.431654676258993,2.7338129496402876,17.93525179856115,27.97841726618705,29.33812949640288,24.309352517985612,0.05755395683453238,0.5899280575539568,14.359712230215827,29.302158273381295,31.496402877697843,5.028776978417266,10.107913669064748,24.705035971223023,29.553956834532375,23.85611510791367,21.51798561151079,29.27338129496403,27.553956834532375,19.66906474820144,3.8992805755395685,10.33093525179856,10.251798561151078,2.841726618705036,11.172661870503598,12.884892086330936,10.525179856115107,13.841726618705035,13.971223021582734,13.93525179856115,12.129496402877697,7.287769784172662,9.532374100719425,10.223021582733812,9.884892086330936,6.503597122302159,13.97841726618705,14.02158273381295,13.877697841726619,13.093525179856115,10.115107913669064,0.0,4.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,0.0,6.0
82	 D	12.026315789473685,20.86842105263158,18.86842105263158,22.18421052631579,16.789473684210527,9.868421052631579,14.421052631578947,6.7631578947368425,1.5789473684210527,34.36842105263158,9.421052631578947,18.657894736842106,3.1052631578947367,1.263157894736842,26.789473684210527,8.736842105263158,20.94736842105263,0.8421052631578947,1.8157894736842106,26.657894736842106,21.789473684210527,27.842105263157894,17.18421052631579,19.236842105263158,14.0,13.605263157894736,10.842105263157896,11.236842105263158,11.710526315789474,15.68421052631579,11.052631578947368,13.421052631578947,13.5,13.342105263157896,12.710526315789474,13.236842105263158,15.447368421052632,15.210526315789474,15.342105263157896,12.894736842105264,14.447368421052632,14.31578947368421,14.0,13.526315789473685,12.447368421052632,2.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12.0
83	 &	8.527559055118111,23.956692913385826,16.090551181102363,0.0,0.0,16.53543307086614,10.834645669291339,14.44488188976378,1.0748031496062993,29.783464566929133,9.751968503937007,22.496062992125985,27.212598425196852,15.106299212598426,7.0078740157480315,21.393700787401574,0.11023622047244094,13.755905511811024,24.401574803149607,0.24803149606299213,21.69291338582677,24.921259842519685,17.25984251968504,22.37795275590551,22.70472440944882,10.515748031496063,10.885826771653543,11.366141732283465,12.48031496062992,12.468503937007874,14.23228346456693,15.393700787401574,15.236220472440944,5.074803149606299,10.05511811023622,1.6023622047244095,16.165354330708663,12.11023622047244,8.51968503937008,16.188976377952756,12.362204724409448,12.60236220472441,12.094488188976378,11.763779527559056,11.909448818897637,0.0,0.0,0.0,5.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0
84	 l	0.0,5.278606965174129,7.825870646766169,9.532338308457712,14.07960199004975,0.0,2.109452736318408,10.442786069651742,11.960199004975124,15.592039800995025,0.0,0.48258706467661694,9.417910447761194,12.0,14.955223880597014,0.0,0.8009950248756219,9.81592039800995,11.99502487562189,16.109452736318406,2.5870646766169156,9.189054726368159,11.2636815920398,11.388059701492537,26.308457711442784,4.621890547263682,4.08457711442786,2.616915422885572,2.900497512437811,5.835820895522388,0.0,13.119402985074627,14.039800995024876,14.781094527363184,14.875621890547263,3.288557213930348,3.054726368159204,2.8656716417910446,3.0945273631840795,5.54726368159204,12.203980099502488,12.855721393034825,12.850746268656716,12.82587064676617,12.970149253731343,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,4.0,3.0
85	 I	0.0,2.95,13.8,19.425,18.6,0.0,0.0,9.75,18.8,0.175,0.0,0.2,18.9,9.825,0.0,0.075,4.525,22.6,2.175,0.0,10.175,18.75,20.1,10.125,0.675,3.875,0.925,2.525,4.2,9.625,0.0,13.5,13.95,14.0,14.0,10.15,4.3,2.725,1.125,3.925,14.0,13.95,13.7,13.525,1.575,9.0,2.0,5.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,9.0
86	 t	0.2318840579710145,2.130434782608696,7.057971014492754,9.942028985507246,10.144927536231885,4.811594202898551,11.594202898550725,11.91304347826087,11.81159420289855,21.71014492753623,2.1159420289855073,10.028985507246377,11.956521739130435,11.057971014492754,4.0,2.8550724637681157,11.115942028985508,11.985507246376812,11.028985507246377,4.130434782608695,2.8405797101449277,10.347826086956522,12.057971014492754,12.130434782608695,25.434782608695652,3.318840579710145,5.043478260869565,4.202898550724638,4.521739130434782,4.6231884057971016,9.53623188405797,11.072463768115941,14.028985507246377,14.608695652173912,13.985507246376812,5.0144927536231885,6.492753623188406,1.9710144927536233,2.4927536231884058,6.3768115942028984,8.028985507246377,12.942028985507246,13.289855072463768,13.304347826086957,13.18840579710145,2.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0
